
1ULL  1ull 
UnbufferedOperationsBuilderTest_TwoRequestsSameVmoDifferentTypes unbuffered_operations_builder_test_two_requests_same_vmo_different_types
UnbufferedOperationsBuilderTest_TwoRequestsSameVmoSameStartCoalesced unbuffered_operations_builder_test_two_requests_same_vmo_same_start_coalesced
UnbufferedOperationsBuilderTest_TwoRequestsSameVmoSameStartCoalescedReverseOrder unbuffered_operations_builder_test_two_requests_same_vmo_same_start_coalesced_reverse_order
UnbufferedOperationsBuilderTest_TwoRequestsSameVmoSubsumeRequest unbuffered_operations_builder_test_two_requests_same_vmo_subsume_request
UnbufferedOperationsBuilderTest_TwoRequestsSameVmoSubsumeRequestReverse unbuffered_operations_builder_test_two_requests_same_vmo_subsume_request_reverse
UnbufferedOperationsBuilderTest_TwoRequestsSameVmoUnalignedDevOffset unbuffered_operations_builder_test_two_requests_same_vmo_unaligned_dev_offset
UnbufferedOperationsBuilderTest_TwoRequestsSameVmoUnalignedDevOffsetReverseOrder unbuffered_operations_builder_test_two_requests_same_vmo_unaligned_dev_offset_reverse_order
UnbufferedOperationsBuilderTest_TwoRequestsSameVmoUnalignedVmoOffset unbuffered_operations_builder_test_two_requests_same_vmo_unaligned_vmo_offset
UnbufferedOperationsBuilderTest_TwoRequestsSameVmoUnalignedVmoOffsetReverseOrder unbuffered_operations_builder_test_two_requests_same_vmo_unaligned_vmo_offset_reverse_order
UnderlyingType underlying_type
UniqueFdTest_Duplicate unique_fd_test_duplicate
UniqueFdTest_InvalidFd unique_fd_test_invalid_fd
UniqueFdTest_Move unique_fd_test_move
UniqueFdTest_Reset unique_fd_test_reset
UniqueFdTest_Scoping unique_fd_test_scoping
UniqueFdTest_Swap unique_fd_test_swap
UniqueFdTest_ValidComparison unique_fd_test_valid_comparison
UniqueOpTest_CreateAllocated unique_op_test_create_allocated
UniqueOpTest_CreateNull unique_op_test_create_null
UnitTest unit_test
Unlink unlink
UnlockRange unlock_range
UnlockRangeLocked unlock_range_locked
Unmap unmap
UnmapAndRemovePagesLocked unmap_and_remove_pages_locked
UnmountMemFs unmount_mem_fs
Unparse unparse
UnparseConfig unparse_config
UnparseInts unparse_ints
UnparsingTests_BasicEnumValues unparsing_tests_basic_enum_values
UnparsingTests_BasicRedatedHexValue unparsing_tests_basic_redated_hex_value
UnparsingTests_BasicSmallStringValue unparsing_tests_basic_small_string_value
UnparsingTests_BasicStructValue unparsing_tests_basic_struct_value
UnparsingTests_BasicUint32Value unparsing_tests_basic_uint_32value
UnparsingTests_BasicUint64Value unparsing_tests_basic_uint_64value
UnparsingTests_EmptyRedatedHexValue unparsing_tests_empty_redated_hex_value
UnparsingTests_EmptyStructValue unparsing_tests_empty_struct_value
UnparsingTests_FalseBoolValue unparsing_tests_false_bool_value
UnparsingTests_TrueBoolValue unparsing_tests_true_bool_value
Unpin unpin
UnpinLocked unpin_locked
UnpinPage unpin_page
Update update
UpdateAttributes update_attributes
UpdateChildParentLimitsLocked update_child_parent_limits_locked
UpdateDiscardableStateLocked update_discardable_state_locked
UpdateOnAccessLocked update_on_access_locked
UpdateRatios update_ratios
UrlSeedAlert url_seed_alert
Usage usage
UsedDataSize used_data_size
UsedInodes used_inodes
UsedSize used_size
UtilsTestCase_ClampAdd utils_test_case_clamp_add
UtilsTestCase_ClampSub utils_test_case_clamp_sub
V1AuxBuffersMoveFromV2BufferCollectionInfo v1aux_buffers_move_from_v2buffer_collection_info
V1AuxBuffersMoveFromV2VmoBuffer v1aux_buffers_move_from_v2vmo_buffer
V1CopyFromV2BufferCollectionConstraints v1copy_from_v2buffer_collection_constraints
V1CopyFromV2BufferMemoryConstraints v1copy_from_v2buffer_memory_constraints
V1CopyFromV2BufferMemorySettings v1copy_from_v2buffer_memory_settings
V1CopyFromV2BufferUsage v1copy_from_v2buffer_usage
V1CopyFromV2ColorSpace v1copy_from_v2color_space
V1CopyFromV2ImageFormat v1copy_from_v2image_format
V1CopyFromV2ImageFormatConstraints v1copy_from_v2image_format_constraints
V1CopyFromV2PixelFormat v1copy_from_v2pixel_format
V1CopyFromV2SingleBufferSettings v1copy_from_v2single_buffer_settings
V1MoveFromV2BufferCollectionInfo v1move_from_v2buffer_collection_info
V1MoveFromV2VmoBuffer v1move_from_v2vmo_buffer
V2CloneBufferCollectionConstraints v2clone_buffer_collection_constraints
V2CloneBufferCollectionInfo v2clone_buffer_collection_info
V2CloneBufferMemoryConstraints v2clone_buffer_memory_constraints
V2CloneBufferMemorySettings v2clone_buffer_memory_settings
V2CloneBufferUsage v2clone_buffer_usage
V2CloneCoherencyDomainSuppoort v2clone_coherency_domain_suppoort
V2CloneColorSpace v2clone_color_space
V2CloneHeapProperties v2clone_heap_properties
V2CloneImageFormatConstraints v2clone_image_format_constraints
V2ClonePixelFormat v2clone_pixel_format
V2CloneSingleBufferSettings v2clone_single_buffer_settings
V2CloneVmoBuffer v2clone_vmo_buffer
V2CopyFromV1BufferCollectionConstraints v2copy_from_v1buffer_collection_constraints
V2CopyFromV1BufferMemoryConstraints v2copy_from_v1buffer_memory_constraints
V2CopyFromV1BufferMemorySettings v2copy_from_v1buffer_memory_settings
V2CopyFromV1BufferUsage v2copy_from_v1buffer_usage
V2CopyFromV1ColorSpace v2copy_from_v1color_space
V2CopyFromV1ImageFormat v2copy_from_v1image_format
V2CopyFromV1ImageFormatConstraints v2copy_from_v1image_format_constraints
V2CopyFromV1PixelFormat v2copy_from_v1pixel_format
V2CopyFromV1SingleBufferSettings v2copy_from_v1single_buffer_settings
V2MoveFromV1BufferCollectionInfo v2move_from_v1buffer_collection_info
V2MoveFromV1VmoBuffer v2move_from_v1vmo_buffer
VM_TRACING_LEVEL  vm_tracing_level 
ValidateMemRangePayload validate_mem_range_payload
ValueList_Basic value_list_basic
ValueList_Struct value_list_struct
ValueList_Types value_list_types
VectorTest_ImplicitConversion vector_test_implicit_conversion
VectorTest_InitializerListRefPtr vector_test_initializer_list_ref_ptr
VectorTest_InitializerListValueType vector_test_initializer_list_value_type
VectorTest_VectorDataConstness vector_test_vector_data_constness
VerifyAndClear verify_and_clear
VerifyPipesClosed verify_pipes_closed
VerifyPipesOpen verify_pipes_open
Visit visit
VisitAbsentPointerInNonNullableCollection visit_absent_pointer_in_non_nullable_collection
VisitHandle visit_handle
VisitInternalPadding visit_internal_padding
VisitPointer visit_pointer
VisitUnknownEnvelope visit_unknown_envelope
VisitVectorOrStringCount visit_vector_or_string_count
VmPageSpliceList vm_page_splice_list
VmoBufferTest_CompareVmoToMapping vmo_buffer_test_compare_vmo_to_mapping
VmoBufferTest_EmptyTest vmo_buffer_test_empty_test
VmoBufferTest_Initialization vmo_buffer_test_initialization
VmoBufferTest_MappingTest vmo_buffer_test_mapping_test
VmoBufferTest_MoveAssignmentTest vmo_buffer_test_move_assignment_test
VmoBufferTest_MoveConstructorTest vmo_buffer_test_move_constructor_test
VmoBufferTest_MoveToSelfTest vmo_buffer_test_move_to_self_test
VmoBufferTest_TestLabel vmo_buffer_test_test_label
VmoBufferTest_TooManyBlocks vmo_buffer_test_too_many_blocks
VmoBufferTest_VmoidRegistration vmo_buffer_test_vmoid_registration
VmoBufferTest_Zero vmo_buffer_test_zero
VmoFileTest_GetExact vmo_file_test_get_exact
VmoidDeathTest_ForgottenDetachAssertsInDebug vmoid_death_test_forgotten_detach_asserts_in_debug
VmoidDeathTest_MoveToAttachedVmoidAssertsInDebug vmoid_death_test_move_to_attached_vmoid_asserts_in_debug
VmoidTest_Move vmoid_test_move
Wait wait
WaitCondition_AlwaysFalse wait_condition_always_false
WaitCondition_AlwaysTrue wait_condition_always_true
WaitCondition_FrequentPolling wait_condition_frequent_polling
WaitCondition_LongPollPeriod wait_condition_long_poll_period
WaitCondition_LongRunningCondition wait_condition_long_running_condition
WaitForAnyFile wait_for_any_file
WaitForFile wait_for_file
WaitTests_unsupported_begin_wait_test wait_tests_unsupported_begin_wait_test
WaitTests_unsupported_cancel_wait_test wait_tests_unsupported_cancel_wait_test
WaitTests_wait_set_handler_test wait_tests_wait_set_handler_test
Wake wake
Walk walk
WalkAllocatedRegions walk_allocated_regions
WalkArray walk_array
WalkAvailableRegions walk_available_regions
WalkBits walk_bits
WalkEnum walk_enum
WalkEnvelope walk_envelope
WalkHandle walk_handle
WalkInternal walk_internal
WalkIterableInternal walk_iterable_internal
WalkPrimitive walk_primitive
WalkString walk_string
WalkStruct walk_struct
WalkStructPointer walk_struct_pointer
WalkTable walk_table
WalkVector walk_vector
WalkXUnion walkx_union
Watch watch
WavlTreeTest_BalanceAndInvariants wavl_tree_test_balance_and_invariants
WavlTreeTest_MismatchedPointerType wavl_tree_test_mismatched_pointer_type
WavlTreeTest_NoRemoveFromContainer wavl_tree_test_no_remove_from_container
Window window
WipeZeroesDevice wipe_zeroes_device
Write write
WriteAndReadUsingFifoTransaction write_and_read_using_fifo_transaction
WriteAt write_at
WriteHeader write_header
WriteUser write_user
WriteUserVector write_user_vector
Writev writev
X x
X86UserCopyTests_FUNCTION_NAME x86user_copy_tests_function_name
X86UserCopyTests_Selection x86user_copy_tests_selection
Y y
YminusX yminusx
YplusX yplusx
Z z
ZIRCON_DEFAULT_STACK_SIZE  zircon_default_stack_size 
ZbiBootfsTestCase_InitBadInput zbi_bootfs_test_case_init_bad_input
ZbiBootfsTestCase_InitNotCalled zbi_bootfs_test_case_init_not_called
ZbiBootfsTestCase_InitSuccess zbi_bootfs_test_case_init_success
ZbiBootfsTestCase_InitZbiEmptyFile zbi_bootfs_test_case_init_zbi_empty_file
ZbiBootfsTestCase_InitZbiEmptyHeader zbi_bootfs_test_case_init_zbi_empty_header
ZbiBootfsTestCase_ProcessDecompressedNestedZbi zbi_bootfs_test_case_process_decompressed_nested_zbi
ZbiBootfsTestCase_ProcessEmptyNestedZbi zbi_bootfs_test_case_process_empty_nested_zbi
ZbiBootfsTestCase_ProcessInvalidNestedZbi zbi_bootfs_test_case_process_invalid_nested_zbi
ZbiBootfsTestCase_ProcessLz4fZbi zbi_bootfs_test_case_process_lz4f_zbi
ZbiBootfsTestCase_ProcessMissing zbi_bootfs_test_case_process_missing
ZbiBootfsTestCase_ProcessNestedContainerZbi zbi_bootfs_test_case_process_nested_container_zbi
ZbiBootfsTestCase_ProcessNonContainerZbi zbi_bootfs_test_case_process_non_container_zbi
ZbiBootfsTestCase_ProcessZbiTooLarge zbi_bootfs_test_case_process_zbi_too_large
ZbiBootfsTestCase_ProcessZstdZbi zbi_bootfs_test_case_process_zstd_zbi
ZbiTests_ZbiTestCheckCompleteTestZbi zbi_tests_zbi_test_check_complete_test_zbi
ZbiTests_ZbiTestCheckCompleteTestZbiMissingBootfs zbi_tests_zbi_test_check_complete_test_zbi_missing_bootfs
ZbiTests_ZbiTestCheckCompleteTestZbiNull zbi_tests_zbi_test_check_complete_test_zbi_null
ZbiTests_ZbiTestCheckCompleteTestZbiTruncated zbi_tests_zbi_test_check_complete_test_zbi_truncated
ZbiTests_ZbiTestCheckCompleteTestZbiWithErr zbi_tests_zbi_test_check_complete_test_zbi_with_err
ZbiTests_ZbiTestCheckCompleteTestZbiWrongArch zbi_tests_zbi_test_check_complete_test_zbi_wrong_arch
ZbiTests_ZbiTestCheckCompleteTestZbiWrongArchWithErr zbi_tests_zbi_test_check_complete_test_zbi_wrong_arch_with_err
ZbiTests_ZbiTestCheckContainerBadCrc32 zbi_tests_zbi_test_check_container_bad_crc32
ZbiTests_ZbiTestCheckContainerBadExtra zbi_tests_zbi_test_check_container_bad_extra
ZbiTests_ZbiTestCheckContainerBadMagic zbi_tests_zbi_test_check_container_bad_magic
ZbiTests_ZbiTestCheckContainerBadType zbi_tests_zbi_test_check_container_bad_type
ZbiTests_ZbiTestCheckContainerBadTypeWithErr zbi_tests_zbi_test_check_container_bad_type_with_err
ZbiTests_ZbiTestCheckContainerBadVersion zbi_tests_zbi_test_check_container_bad_version
ZbiTests_ZbiTestCheckEmptyContainer zbi_tests_zbi_test_check_empty_container
ZbiTests_ZbiTestCheckEmptyContainerWithErr zbi_tests_zbi_test_check_empty_container_with_err
ZbiTests_ZbiTestCheckFirstBadEntryIsMarked zbi_tests_zbi_test_check_first_bad_entry_is_marked
ZbiTests_ZbiTestCheckTestZbi zbi_tests_zbi_test_check_test_zbi
ZbiTests_ZbiTestCheckTestZbiBadCrc32 zbi_tests_zbi_test_check_test_zbi_bad_crc32
ZbiTests_ZbiTestCheckTestZbiBadMagic zbi_tests_zbi_test_check_test_zbi_bad_magic
ZbiTests_ZbiTestCheckTestZbiBadMagicWithErr zbi_tests_zbi_test_check_test_zbi_bad_magic_with_err
ZbiTests_ZbiTestCheckTestZbiBadVersion zbi_tests_zbi_test_check_test_zbi_bad_version
ZbiTests_ZbiTestCheckTestZbiNull zbi_tests_zbi_test_check_test_zbi_null
ZbiTests_ZbiTestCheckTestZbiTruncated zbi_tests_zbi_test_check_test_zbi_truncated
ZbiTests_ZbiTestCheckTestZbiWithErr zbi_tests_zbi_test_check_test_zbi_with_err
ZbiTests_ZbiTestCreateEntryTestZbi zbi_tests_zbi_test_create_entry_test_zbi
ZbiTests_ZbiTestCreateEntryTestZbiCapacitySmallerThanCurrentSize zbi_tests_zbi_test_create_entry_test_zbi_capacity_smaller_than_current_size
ZbiTests_ZbiTestCreateEntryTestZbiCrc32NotSupported zbi_tests_zbi_test_create_entry_test_zbi_crc_32not_supported
ZbiTests_ZbiTestCreateEntryTestZbiFull zbi_tests_zbi_test_create_entry_test_zbi_full
ZbiTests_ZbiTestCreateEntryTestZbiNotContainer zbi_tests_zbi_test_create_entry_test_zbi_not_container
ZbiTests_ZbiTestCreateEntryTestZbiNull zbi_tests_zbi_test_create_entry_test_zbi_null
ZbiTests_ZbiTestCreateEntryTestZbiNullPayload zbi_tests_zbi_test_create_entry_test_zbi_null_payload
ZbiTests_ZbiTestCreateEntryTestZbiPayloadTooLarge zbi_tests_zbi_test_create_entry_test_zbi_payload_too_large
ZbiTests_ZbiTestCreateEntryWithPayloadTestZbi zbi_tests_zbi_test_create_entry_with_payload_test_zbi
ZbiTests_ZbiTestCreateEntryWithPayloadTestZbiCapacitySmallerThanCurrentSize zbi_tests_zbi_test_create_entry_with_payload_test_zbi_capacity_smaller_than_current_size
ZbiTests_ZbiTestCreateEntryWithPayloadTestZbiCrc32NotSupported zbi_tests_zbi_test_create_entry_with_payload_test_zbi_crc_32not_supported
ZbiTests_ZbiTestCreateEntryWithPayloadTestZbiNotContainer zbi_tests_zbi_test_create_entry_with_payload_test_zbi_not_container
ZbiTests_ZbiTestCreateEntryWithPayloadTestZbiNull zbi_tests_zbi_test_create_entry_with_payload_test_zbi_null
ZbiTests_ZbiTestCreateEntryWithPayloadTestZbiNullPayload zbi_tests_zbi_test_create_entry_with_payload_test_zbi_null_payload
ZbiTests_ZbiTestCreateEntryWithPayloadTestZbiSectionTooLarge zbi_tests_zbi_test_create_entry_with_payload_test_zbi_section_too_large
ZbiTests_ZbiTestExtendOkay zbi_tests_zbi_test_extend_okay
ZbiTests_ZbiTestExtendTestZbi zbi_tests_zbi_test_extend_test_zbi
ZbiTests_ZbiTestExtendTestZbiCapacitySmallerThanDstAlignedLength zbi_tests_zbi_test_extend_test_zbi_capacity_smaller_than_dst_aligned_length
ZbiTests_ZbiTestExtendTestZbiCapacitySmallerThanDstLength zbi_tests_zbi_test_extend_test_zbi_capacity_smaller_than_dst_length
ZbiTests_ZbiTestExtendTestZbiDstNotContainer zbi_tests_zbi_test_extend_test_zbi_dst_not_container
ZbiTests_ZbiTestExtendTestZbiDstNull zbi_tests_zbi_test_extend_test_zbi_dst_null
ZbiTests_ZbiTestExtendTestZbiSrcNotContainer zbi_tests_zbi_test_extend_test_zbi_src_not_container
ZbiTests_ZbiTestExtendTestZbiSrcNull zbi_tests_zbi_test_extend_test_zbi_src_null
ZbiTests_ZbiTestExtendTestZbiSrcTooLarge zbi_tests_zbi_test_extend_test_zbi_src_too_large
ZbiTests_ZbiTestForEachTestZbiContainer zbi_tests_zbi_test_for_each_test_zbi_container
ZbiTests_ZbiTestForEachTestZbiItems zbi_tests_zbi_test_for_each_test_zbi_items
ZbiTests_ZbiTestForEachTestZbiItemsCallbackError zbi_tests_zbi_test_for_each_test_zbi_items_callback_error
ZbiTests_ZbiTestForEachTestZbiItemsNoCookie zbi_tests_zbi_test_for_each_test_zbi_items_no_cookie
ZbiTests_ZbiTestForEachTestZbiNull zbi_tests_zbi_test_for_each_test_zbi_null
ZbiTests_ZbiTestForEachTestZbiNullCallback zbi_tests_zbi_test_for_each_test_zbi_null_callback
ZbiTests_ZbiTestForEachTestZbiTruncated zbi_tests_zbi_test_for_each_test_zbi_truncated
ZbiTests_ZbiTestInit zbi_tests_zbi_test_init
ZbiTests_ZbiTestInitNotAligned zbi_tests_zbi_test_init_not_aligned
ZbiTests_ZbiTestInitNullBuffer zbi_tests_zbi_test_init_null_buffer
ZbiTests_ZbiTestInitTooSmall zbi_tests_zbi_test_init_too_small
ZbiTests_ZbiTestNoOverflow zbi_tests_zbi_test_no_overflow
ZbitlCompletenessTest_BootfsMissing zbitl_completeness_test_bootfs_missing
ZbitlCompletenessTest_CompleteZbi zbitl_completeness_test_complete_zbi
ZbitlCompletenessTest_KernelAndBootfsMissing zbitl_completeness_test_kernel_and_bootfs_missing
ZbitlCompletenessTest_KernelMissing zbitl_completeness_test_kernel_missing
ZbitlCompletenessTest_KernelNotFirst zbitl_completeness_test_kernel_not_first
ZbitlCompletenessTest_KernelNotFirstAndBootfsMissing zbitl_completeness_test_kernel_not_first_and_bootfs_missing
ZbitlHeaderTest_BadContainerType zbitl_header_test_bad_container_type
ZbitlHeaderTest_ContainerCrc zbitl_header_test_container_crc
ZbitlHeaderTest_ContainerFlagsMissing zbitl_header_test_container_flags_missing
ZbitlHeaderTest_ContainerMagicMissing zbitl_header_test_container_magic_missing
ZbitlHeaderTest_ItemCrcIsMissing zbitl_header_test_item_crc_is_missing
ZbitlHeaderTest_ItemFlagsMissing zbitl_header_test_item_flags_missing
ZbitlHeaderTest_ItemMagicAndFlagsMissing zbitl_header_test_item_magic_and_flags_missing
ZbitlHeaderTest_UnalignedContainerLength zbitl_header_test_unaligned_container_length
ZbitlHeaderTest_ValidContainerHeader zbitl_header_test_valid_container_header
ZbitlHeaderTest_ValidItemHeader zbitl_header_test_valid_item_header
ZbitlImageByteSpanTests_Appending zbitl_image_byte_span_tests_appending
ZbitlImageFblByteArrayTests_Appending zbitl_image_fbl_byte_array_tests_appending
ZbitlImageMapOwnedVmoTests_Appending zbitl_image_map_owned_vmo_tests_appending
ZbitlImageMapUnownedVmoTests_Appending zbitl_image_map_unowned_vmo_tests_appending
ZbitlImageUnownedVmoTests_Appending zbitl_image_unowned_vmo_tests_appending
ZbitlJsonTests_CompressedItemZbi zbitl_json_tests_compressed_item_zbi
ZbitlJsonTests_MultipleSmallItemsZbi zbitl_json_tests_multiple_small_items_zbi
ZbitlJsonTests_SecondItemOnPageBoundaryZbi zbitl_json_tests_second_item_on_page_boundary_zbi
ZbitlViewByteSpanTests_DefaultConstructed zbitl_view_byte_span_tests_default_constructed
ZbitlViewEmptyTupleTests_DefaultConstructed zbitl_view_empty_tuple_tests_default_constructed
